tutorial,id,name,school,gender,cgpa,team
,,Pallavi Mehta,CEE,Female,4.09,588
,,Oscar Lee,MAE,Male,4.11,588
,,Theresa Tan,MSE,Female,4.3,588
,,Da Huang,MSE,Female,4.15,588
,,Dedy Kurniawan,CoB (NBS),Male,3.85,588
,,Dahlia Chen,NIE,Female,4.04,589
,,Caleb Murphy,EEE,Male,4.11,589
,,Addison Cook,CCDS,Female,4.0,589
,,Liam Wong,CEE,Male,4.2,589
,,Dahlia Li,SBS,Female,4.15,589
,,Sofia Reddy,MAE,Female,4.09,590
,,Jin Wei,SBS,Male,4.11,590
,,Michael Nelson,CCEB,Male,4.2,590
,,Emma Rodriguez,CCEB,Female,4.15,590
,,Clara Tan,CoB (NBS),Female,3.95,590
,,Ning Li,CCEB,Female,4.09,591
,,Rohan Gupta,MSE,Male,4.11,591
,,Dinesh Rao,CCDS,Male,4.2,591
,,Leah Li,MSE,Female,4.15,591
,,Maya Brown,SSS,Female,3.95,591
,,Fay Tan,CCEB,Female,4.09,592
,,Mohammed Ali,CoE,Male,4.11,592
,,Azlan Bin Rahim,EEE,Male,3.9,592
,,Tari Hapsari,CoB (NBS),Female,4.25,592
,,Lydia Lim,CCEB,Female,4.15,592
,,Freya Chen,MAE,Female,4.09,593
,,Henry Cheung,MAE,Male,4.11,593
,,Khairul Bin Jamil,CCEB,Male,4.2,593
,,Riya Ali,EEE,Female,4.15,593
,,Marta Sihombing,SSS,Female,3.95,593
,,Nhung Vu,ADM,Female,4.04,594
,,Vivek Sethi,CCDS,Male,4.11,594
,,Vikash Wang,EEE,Female,4.0,594
,,Ryoji Yamamoto,EEE,Male,4.2,594
,,Xiaofang,CCDS,Female,4.15,594
,,Jackie Robinson,CEE,Male,4.11,595
,,Cheng Yu,CCDS,Male,4.2,595
,,May Li,CCDS,Female,4.15,595
,,Quang Tran,SSS,Male,3.85,595
,,Hana Binti Ali,CCDS,Female,4.1,595
,,Rakesh Nair,CEE,Male,4.11,596
,,Heng Yi Lim,CCDS,Male,4.2,596
,,Qori Cahyani,CCEB,Female,4.15,596
,,Karishma Shah,CoB (NBS),Female,3.95,596
,,Siti Aminah Binti Ibrahim,CCDS,Female,4.1,596
,,Aditya Tan,EEE,Male,4.11,597
,,Jasmine Putri,EEE,Female,4.3,597
,,Sneha Menon,EEE,Female,4.15,597
,,Dahlia Cooper,MAE,Female,4.1,597
,,Nguyen Minh Quang,CEE,Male,4.11,598
,,Chengxian,MAE,Male,3.9,598
,,Kanghao,CoB (NBS),Female,4.25,598
,,Amelia Garcia,SBS,Female,4.15,598
,,Xiu Zhen Tan,CCDS,Female,4.1,598
,,Isaac Wright,CCDS,Male,4.11,599
,,Nugroho Setyawan,MAE,Male,4.2,599
,,Lijuan,CCDS,Female,4.15,599
,,Syahrul Bin Mohd,CoB (NBS),Male,3.85,599
,,Willow Bennett,CCEB,Female,4.1,599
,,Cameron Tan,CoE,Male,4.11,600
,,Chen Xiang,EEE,Male,4.2,600
,,Rina Lim,EEE,Female,4.15,600
,,Cika Puspita,CCDS,Female,4.1,600
,,Asad Ali,MSE,Male,4.11,601
,,Milo Zhao,EEE,Male,4.2,601
,,Pratiwi Sari,EEE,Female,4.15,601
,,Aarav Patil,CoB (NBS),Male,3.85,601
,,Nadia Aziz,CCEB,Female,4.1,601
,,Shoji Takahashi,EEE,Male,4.11,602
,,Leonard Wong,CCDS,Male,4.2,602
,,Sushmita Das,MAE,Female,4.15,602
,,Ella White,MAE,Female,4.1,602
,,Chen Ming,MAE,Male,4.11,603
,,Guntur Wibowo,CCDS,Male,4.2,603
,,Natalie Ong,EEE,Female,4.15,603
,,Ruiying,SBS,Female,4.1,603
,,Shahid Ali,CCDS,Male,4.11,604
,,Huifen,EEE,Male,4.2,604
,,Haarika Reddy,EEE,Female,4.15,604
,,Akira Matsuda,ASE,Male,3.85,604
,,Nadia Lim,MAE,Female,4.1,604
,,Rafael Wong,CCDS,Male,4.11,605
,,Logan King,CEE,Male,3.9,605
,,Nadia Tan,CoB (NBS),Female,4.25,605
,,Sable Lin,EEE,Female,4.15,605
,,Elsie Zhao,CEE,Female,4.1,605
,,Tyler Hall,CEE,Male,4.11,606
,,Qomariyah Ningsih,MSE,Female,4.3,606
,,Miho Sato,SBS,Female,4.15,606
,,Megan Yang,CCEB,Female,4.1,606
,,Talha Iqbal,CoE,Male,4.11,607
,,Leonardo Wu,SBS,Male,4.2,607
,,Laila Binti Rahim,CCDS,Female,4.15,607
,,Kavita Mehta,MSE,Female,4.1,607
,,Eli Cruz,MSE,Male,4.11,608
,,Mia White,MAE,Female,4.0,608
,,Mia Johnson,SSS,Female,4.25,608
,,Dina Sari,EEE,Female,4.15,608
,,Zara Wu,CoE,Female,4.1,608
,,Rizan Bin Ahmad,MAE,Male,4.11,609
,,Lina Binti Omar,SPMS,Female,4.0,609
,,Qi Wang,CoB (NBS),Female,4.25,609
,,Prisha Ong,MAE,Female,4.15,609
,,Poppy Cahyani,CCDS,Female,4.1,609
,,Cheng Zhang,EEE,Male,4.11,610
,,Ayu Dwi,EEE,Female,4.3,610
,,Shivani Tan,CCEB,Female,4.15,610
,,Hina Ali,SSS,Female,3.95,610
,,Nova Gonzalez,MAE,Female,4.1,610
,,Henry Foster,EEE,Male,4.11,611
,,Hafiz Bin Abdul,EEE,Male,4.2,611
,,Sonia Ong,CCDS,Female,4.15,611
,,Hani Binti Noor,CCEB,Female,4.1,611
,,Leo Sanders,CoE,Male,4.2,612
,,Umara Rahmadani,SPMS,Female,4.15,612
,,Chaofeng,CEE,Female,4.1,612
,,Colton Bailey,MAE,Male,4.12,612
,,Han Song Lim,CCEB,Male,4.2,613
,,Rina Amelia,EEE,Female,4.15,613
,,Nadia Binti Fadli,EEE,Female,4.1,613
,,Kunal Sinha,SBS,Male,4.12,613
,,Jae-Won Oh,CCDS,Male,4.2,614
,,Hira Ali,EEE,Female,4.15,614
,,Brittany Wong,SBS,Female,4.1,614
,,Ming Yu,MSE,Male,4.12,614
,,Bingli,CCDS,Female,4.0,615
,,David Brown,EEE,Male,4.2,615
,,Lana Lee,EEE,Female,4.15,615
,,Amara Kim,CoE,Female,4.1,615
,,Manisha Wadhwa,SoH,Female,4.17,615
,,Harlan Wu,CEE,Male,4.2,616
,,Lina Lim,CCEB,Female,4.15,616
,,Cindy Lestari,CCEB,Female,4.1,616
,,Riley Turner,EEE,Female,4.22,616
,,Kieran Villanueva,EEE,Male,4.2,617
,,Zehra Noor,CCEB,Female,4.1,617
,,Guangqiang,CoB (NBS),Female,3.95,617
,,Lucy Simmons,CCDS,Female,4.15,617
,,Jackson Allen,CoE,Male,4.12,617
,,Kye Wu,EEE,Male,4.2,618
,,Rhea Bennett,SBS,Female,4.1,618
,,Nadia Ismail,CoE,Female,4.15,618
,,Yuan Lei,CCEB,Male,4.12,618
,,Saswati Roy,SBS,Female,4.0,619
,,Sari Ningsih,SoH,Female,4.25,619
,,Aisha Khan,EEE,Female,4.1,619
,,Jasmine Binti Lee,SBS,Female,4.15,619
,,Joseph Parker,CCDS,Male,4.12,619
,,Dmitry Orlov,CCDS,Male,3.9,620
,,Chloe Evans,CoB (NBS),Female,4.25,620
,,Devika Mehta,CCEB,Female,4.1,620
,,Holly Tan,CCDS,Female,4.15,620
,,Sarah Kelly,CoB (NBS),Female,4.17,620
,,Zhao Yu Tan,CEE,Male,3.9,621
,,Erqi,CCDS,Female,4.3,621
,,Isabella Hernandez,SBS,Female,4.1,621
,,Jinlong,MAE,Female,4.15,621
,,Sara Zhang,WKW SCI,Female,4.17,621
,,Xiu Ying Tan,EEE,Female,4.0,622
,,Jayden Chen,CoE,Male,4.2,622
,,Sabrina Lin,MAE,Female,4.1,622
,,Kezhen,CCEB,Female,4.15,622
,,Erica Chen,CoB (NBS),Female,4.17,622
,,Nate Chan,CCEB,Male,4.2,623
,,Vivi Anggraini,EEE,Female,4.1,623
,,Nadia Binti Mohd,EEE,Female,4.15,623
,,Avery Reyes,CCDS,Female,4.22,623
,,Glenn Lim,SBS,Male,4.2,624
,,Lina Rahmawati,CoE,Female,4.1,624
,,Scarlett Hall,CEE,Female,4.15,624
,,Karthik Nair,CCDS,Male,4.12,624
,,Cherie Wong,CCEB,Female,4.1,625
,,Daniel Robinson,SPMS,Male,4.2,625
,,Lan Shi,CEE,Female,4.15,625
,,Zara Rivera,CCEB,Female,4.22,625
,,Hazel Goh,CCDS,Female,4.1,626
,,Dong-Soo Lee,CoE,Male,4.2,626
,,Ella Kwan,CCEB,Female,4.15,626
,,Lena Chen,EEE,Female,4.22,626
,,Zainab Iqbal,CCEB,Female,4.0,627
,,Nadia Binti Jamil,CCDS,Female,4.1,627
,,Hoa Tran,CoB (NBS),Female,4.25,627
,,Aminah Ali,SBS,Female,4.15,627
,,David Lewis,CoB (NBS),Male,4.07,627
,,Tina Yeo,CCDS,Female,4.1,628
,,Ravi Yadav,EEE,Male,4.2,628
,,Jaxon Jenkins,LKCMedicine,Male,3.85,628
,,Farhan Hussain,EEE,Female,4.15,628
,,Zhao Ming,SPMS,Male,4.12,628
,,Qinwen,CCEB,Female,4.1,629
,,Khanh Le,CoE,Male,4.2,629
,,Guangli,SBS,Female,4.15,629
,,Katrina Ong,MSE,Female,4.22,629
,,Juliati Wibowo,EEE,Female,4.0,630
,,Mei Xuan Lim,CEE,Female,4.1,630
,,Toni Susanto,CCEB,Male,4.2,630
,,Ritika Patil,MSE,Female,4.15,630
,,Owais Iqbal,CoB (NBS),Male,4.07,630
,,Kevin Patel,CCDS,Male,3.9,631
,,Talia Lin,CCEB,Female,4.1,631
,,Pallavi Joshi,CoB (NBS),Female,4.25,631
,,Tu Nguyen,EEE,Female,4.15,631
,,Priya Joshi,CCEB,Female,4.22,631
,,Celeste Ong,CEE,Female,4.0,632
,,Hui Xin,SBS,Female,4.1,632
,,Bingli,CCDS,Male,4.2,632
,,Nana Ohashi,MAE,Female,4.15,632
,,Jasmin Ali,CoB (NBS),Female,4.17,632
,,Fina Rahmawati,EEE,Female,4.1,633
,,Jett Brown,CCDS,Male,4.2,633
,,Zhang Ying,CCDS,Female,4.15,633
,,Asher Brooks,EEE,Male,4.12,633
,,Lina Zhao,SPMS,Female,4.0,634
,,Aaliyah Tan,EEE,Female,4.1,634
,,Erhua,MAE,Male,4.2,634
,,Shikha Gupta,CCEB,Female,4.15,634
,,Yoko Nagano,CoB (NBS),Female,4.17,634
,,Rabia Iqbal,MAE,Female,4.1,635
,,Fikri Andika,EEE,Male,4.2,635
,,Ngoc Nguyen,CCEB,Female,4.22,635
,,Serena Lim,CCDS,Female,4.15,635
,,Fanny Tan,CCDS,Female,4.1,636
,,Jia Tan,CoE,Female,4.3,636
,,Isaiah Foster,MAE,Male,4.12,636
,,Pengfei,CCEB,Female,4.15,636
,,Emma Zhang,CCEB,Female,4.1,637
,,Ningyue,CoE,Female,4.3,637
,,Zoe Bailey,CCEB,Female,4.22,637
,,Sanya Bansal,CCDS,Female,4.15,637
,,Alya Dwi,EEE,Female,4.1,638
,,Yuan Yi,MAE,Female,4.3,638
,,Tara Devi,CCDS,Female,4.22,638
,,Fengjie,SBS,Female,4.15,638
,,Sonia Mehta,CCDS,Female,4.0,639
,,Willa Reed,SBS,Female,4.1,639
,,Beau Dela Cruz,CCDS,Male,4.2,639
,,Samantha Gray,SSS,Female,4.17,639
,,Zahra Sari,CCDS,Female,4.15,639
,,Fiona Lim,SPMS,Female,4.1,640
,,Khalil Bin Ismail,CoE,Male,4.2,640
,,Hannah Chen,MAE,Female,4.22,640
,,Huanyu,ADM,Male,3.85,640
,,Chengwei,CCEB,Female,4.15,640
,,Dina Binti Azhar,SBS,Female,4.1,641
,,Jonas Evans,EEE,Male,4.2,641
,,Isha Alvarado,EEE,Female,4.22,641
,,Victoria Bell,SSS,Female,3.95,641
,,Yuna Kim,CEE,Female,4.15,641
,,Ruiqi,MAE,Female,4.0,642
,,Xia Yu,CCDS,Female,4.1,642
,,Rashid Malik,CCDS,Male,4.2,642
,,Cecilia Morales,NIE,Female,4.17,642
,,Fatima Ali,MAE,Female,4.15,642
,,Min Zhu,EEE,Female,4.1,643
,,Yusuf Bin Ahmad,EEE,Male,4.2,643
,,Holly Hughes,EEE,Female,4.22,643
,,Anjali Joshi,EEE,Female,4.15,643
,,Grace Campbell,CCDS,Female,4.1,644
,,Rakesh Nair,SBS,Male,3.9,644
,,Fatma Binti Ali,CoB (NBS),Female,4.25,644
,,Yareli Cruz,NIE,Female,4.17,644
,,Chloe Davis,MAE,Female,4.15,644
,,Elena Fedorova,SBS,Female,4.1,645
,,Theo Ross,EEE,Male,4.2,645
,,Jack Green,CCDS,Male,4.12,645
,,Cindy Tan,MAE,Female,4.15,645
,,Yasmin Binti Aziz,SBS,Female,4.1,646
,,Kong Wei Tan,MAE,Male,4.2,646
,,Thao Le,CCDS,Male,4.12,646
,,Amit Chandra,CoB (NBS),Male,3.85,646
,,Sophia Smith,MAE,Female,4.15,646
,,Oleg Petrovich,SoH,Male,4.0,647
,,Xiaoping,CCDS,Female,4.1,647
,,Alina Iqbal,MAE,Female,4.0,647
,,Ema Binti Rahman,CEE,Female,4.3,647
,,Harry Ho,EEE,Male,4.12,647
,,Jack Foster,SPMS,Male,4.05,648
,,Shan Li,CCEB,Female,4.1,648
,,Sun Li,EEE,Male,4.2,648
,,Shruti Verma,CoE,Female,4.22,648
,,Cheng Fang Tan,SPMS,Male,4.05,649
,,Xena Chan,MAE,Female,4.1,649
,,Sakshi Joshi,CCDS,Female,4.22,649
,,Kyle Wang,SPMS,Male,4.2,649
,,Harsh Kumar,EEE,Male,4.05,650
,,Anis Binti Ahmad,CCEB,Female,4.1,650
,,Miyako Shimizu,SPMS,Female,4.22,650
,,Rafiq Bin Zain,EEE,Male,4.2,650
,,Maximus Wright,CoE,Male,4.05,651
,,Nita Yuliana,SBS,Female,4.1,651
,,Zoe Mitchell,MAE,Female,4.22,651
,,Jing Yi Tan,CoE,Female,4.3,651
,,Travis Lim,SoH,Male,4.0,652
,,Evelyn Wang,MAE,Female,4.1,652
,,Sienna Morales,EEE,Female,4.0,652
,,Shreya Sharma,CCEB,Female,4.22,652
,,Keshav Yadav,CEE,Male,4.2,652
,,Saad Malik,MSE,Male,4.05,653
,,Vanessa Lee,SPMS,Female,4.1,653
,,Alexander Clark,MAE,Male,4.12,653
,,Marwan Bin Ali,CoE,Male,4.2,653
,,Daniel Adams,CCDS,Male,4.05,654
,,Rizwan Bin Mohd,EEE,Female,4.1,654
,,Anil Reddy,EEE,Male,4.12,654
,,Eryan,EEE,Male,4.2,654
,,Ronald Tan,CEE,Male,4.05,655
,,Uli Agustin,MSE,Female,4.1,655
,,Mason Reyes,CCDS,Male,4.12,655
,,Jasper Li,EEE,Male,4.2,655
,,Zedrick Ong,MAE,Male,4.05,656
,,Siti Zulaikha Binti Rahim,MAE,Female,4.1,656
,,Gavin Thompson,EEE,Male,3.9,656
,,Emmy Wang,WKW SCI,Female,4.17,656
,,Kyo Tan,SBS,Male,4.2,656
,,Fangling,EEE,Male,4.05,657
,,Ella Cheung,CCEB,Female,4.1,657
,,Tran Van Thanh,MAE,Female,4.22,657
,,Ping Wang,CEE,Male,4.2,657
,,Alyssa Green,ASE,Female,3.94,658
,,Raj Patel,EEE,Male,4.05,658
,,Aditi Bhatia,EEE,Female,4.1,658
,,Sebastian Wright,CEE,Male,4.12,658
,,Suresh Yadav,CCDS,Male,4.2,658
,,Caleb Murphy,CCDS,Male,4.05,659
,,Riya Tan,SBS,Female,4.1,659
,,Hafiz Rahman,EEE,Male,4.12,659
,,An Nguyen,EEE,Male,4.2,659
,,Tian Yi,WKW SCI,Male,4.0,660
,,Madison Reed,CCEB,Female,4.1,660
,,Victoria Ward,MAE,Female,4.0,660
,,Aaron Wilson,SBS,Male,4.12,660
,,Fahad Nadeem,EEE,Male,4.2,660
,,Harry Li,EEE,Male,4.05,661
,,Sonia Bukhari,CoE,Female,4.1,661
,,Sophia Liu,CCDS,Female,4.0,661
,,Lily Turner,WKW SCI,Female,4.17,661
,,Shamsher Ali,MAE,Male,4.2,661
,,Jaxon Young,CoB (NBS),Male,4.0,662
,,Minjie,CEE,Female,4.1,662
,,Isaiah Brown,CCDS,Male,3.9,662
,,Raisha Khanna,MSE,Female,4.22,662
,,Gabriel Adams,CCDS,Male,4.2,662
,,Henry Liu,EEE,Male,4.05,663
,,Liana Goh,CCEB,Female,4.1,663
,,Mingyu,SBS,Female,4.0,663
,,Hikaru Kuroda,EEE,Male,4.12,663
,,Zhen Yi Tan,WKW SCI,Female,4.25,663
,,Ulysses Chan,CoB (NBS),Male,4.0,664
,,Hannah Wang,SPMS,Female,4.1,664
,,Samantha Brown,CCEB,Female,4.0,664
,,Aiden Smith,EEE,Male,4.12,664
,,Arjun Tan,SPMS,Male,4.2,664
,,Noah Yang,CCDS,Male,4.05,665
,,Naomi Chen,CCDS,Female,4.1,665
,,Piper Reyes,CoE,Female,4.0,665
,,Hina Khan,MSE,Female,4.22,665
,,Elena Liu,CoB (NBS),Female,4.25,665
,,Alya Binti Mohd,SoH,Female,3.94,666
,,Christopher Martinez,CEE,Male,4.05,666
,,Hira Bukhari,EEE,Female,4.1,666
,,Naomi Ueno,EEE,Female,4.22,666
,,Owais Hussain,MAE,Male,4.2,666
,,Fabian Navarro,SoH,Male,4.0,667
,,Giovanna Chen,MAE,Female,4.1,667
,,Maya Chang,MAE,Female,4.0,667
,,Emma Tsai,SBS,Female,4.22,667
,,Lydia Diaz,SoH,Female,4.25,667
,,Siddharth Patel,SoH,Male,4.0,668
,,Ananya Reddy,CEE,Female,4.1,668
,,Nadia Binti Noor,SBS,Female,4.0,668
,,Ava Chan,CCDS,Female,4.22,668
,,Miko Setiawan,CEE,Male,4.2,668
,,Jing Chen,EEE,Male,4.05,669
,,Willow Chang,SPMS,Female,4.1,669
,,Nguyen Thi Trang,MAE,Female,4.0,669
,,Ying Yue,SSS,Female,4.17,669
,,Noah Qian,SPMS,Male,4.2,669
,,Ashraff Bin Mohd,CCDS,Male,4.05,670
,,Yuzhi,CCDS,Female,4.1,670
,,Jaxon Hall,MAE,Male,3.9,670
,,Yuuta Nakamura,CoE,Male,4.12,670
,,Lily Evans,ASE,Female,4.25,670
,,Hao Xiang Tan,CCEB,Male,4.05,671
,,Weimin,MAE,Female,4.1,671
,,Kiran Desai,CoE,Male,3.9,671
,,Nadine Lee,CCDS,Female,4.22,671
,,Yvette Clarke,CoB (NBS),Female,4.25,671
,,Liang Hong,CEE,Male,4.05,672
,,Hanh Nguyen,SPMS,Female,4.1,672
,,Zara Tan,SSS,Female,3.94,672
,,Benjamin Hernandez,SPMS,Male,4.12,672
,,Aayush Gupta,EEE,Male,4.2,672
,,Beckett Lee,MSE,Male,4.05,673
,,Mi-Ya Kim,MAE,Female,4.1,673
,,Emily Nguyen,CoB (NBS),Female,3.94,673
,,Renee Tan,EEE,Female,4.22,673
,,Aiyun Zhou,CEE,Male,4.2,673
,,Seng Wei Lim,CoB (NBS),Male,4.0,674
,,Brianna Johnson,CCDS,Female,4.1,674
,,Holly Cheung,MAE,Female,4.0,674
,,Zachary Young,MAE,Male,4.12,674
,,Alya Binti Harun,CCEB,Female,4.3,674
,,Albert Yip,EEE,Male,4.05,675
,,Diyana Binti Kamar,SBS,Female,4.1,675
,,Anna Yang,SoH,Female,3.94,675
,,Sita Rahman,EEE,Female,4.22,675
,,Gunnar Yang,CoE,Male,4.2,675
,,Jeremiah Santos,SoH,Male,4.0,676
,,Sylvia Tan,CEE,Female,4.1,676
,,Hannah Binti Ahmad,MSE,Female,4.0,676
,,Lily Carter,SSS,Female,4.17,676
,,Hui Ling Ng,EEE,Male,4.2,676
,,Shu Fang,CCEB,Female,4.1,677
,,Joshua Thomas,MAE,Male,4.05,677
,,Jun Chen,EEE,Male,4.12,677
,,Lucas Lee,EEE,Male,4.2,677
,,Geeta Reddy,MAE,Female,4.1,678
,,Zachary Li,CoE,Male,4.05,678
,,Nandita Roy,CoB (NBS),Female,4.17,678
,,Teddy Kurniawan,CEE,Male,3.9,678
,,Zane Tan,MAE,Male,4.2,678
,,Madiha Qureshi,CCDS,Female,4.1,679
,,David Ho,NIE,Male,4.0,679
,,Keng Jie Tan,SPMS,Male,4.12,679
,,Shalina Lee,CCEB,Female,4.0,679
,,Darren Yeo,EEE,Male,4.2,679
,,Anita Clarke,MSE,Female,4.1,680
,,Zain Bin Mohd,EEE,Male,4.05,680
,,Isaac Rodriguez,SPMS,Male,4.12,680
,,Dingming,CCDS,Female,4.0,680
,,Peixuan,CoB (NBS),Female,4.25,680
,,Jessica Lee,CCEB,Female,4.1,681
,,Nishant Kapoor,WKW SCI,Male,4.0,681
,,Aaron Hall,EEE,Male,4.12,681
,,Aria Carter,EEE,Female,4.0,681
,,Yong Cheng Tan,CoE,Male,4.2,681
,,Briar Young,MAE,Female,4.1,682
,,Wei Lin Tan,CCEB,Male,4.05,682
,,Yuki Hoshino,EEE,Female,4.22,682
,,Isabella White,SoH,Female,3.94,682
,,Yun Chen,SBS,Male,4.2,682
,,Vesper Salazar,CCDS,Female,4.1,683
,,Kareem Shah,CoE,Male,4.05,683
,,Vicky Tan,EEE,Female,4.22,683
,,Zhou Li,CEE,Male,3.9,683
,,Zhaofeng,CoB (NBS),Female,4.25,683
,,Luna Chen,SBS,Female,4.1,684
,,Shafeeq Bin Ahmad,EEE,Male,4.05,684
,,Rhea Tan,EEE,Female,4.22,684
,,Anjali Tiwari,LKCMedicine,Female,3.94,684
,,Jayden Chen,CoE,Male,4.2,684
,,Lily Tan,CCDS,Female,4.1,685
,,Puneet Kumar,MAE,Male,4.05,685
,,Lily Zhao,CCDS,Female,4.22,685
,,In-Ho Kim,CoE,Male,3.9,685
,,Mei Liu,SSS,Female,4.25,685
,,Lily Ong,CoB (NBS),Female,3.93,686
,,Asha Tan,MAE,Female,4.1,686
,,Ming Feng Tan,MAE,Male,4.05,686
,,Anum Malik,CCEB,Female,4.22,686
,,Rongxian,CCEB,Female,4.3,686
,,Nisha Malhotra,MAE,Female,4.1,687
,,Rahul Reddy,EEE,Male,4.05,687
,,Tyler Johnson,CEE,Male,4.12,687
,,Wicaksono Adi,CCDS,Male,4.2,687
,,Anjali Sharma,CCDS,Female,4.1,688
,,Harvey Smith,CCDS,Male,4.05,688
,,Tobias Li,SBS,Male,4.12,688
,,Syahrul Bin Omar,CCDS,Male,4.2,688
,,Lindsey Lin,CCEB,Female,4.1,689
,,Khairul Anuar Bin Mohd,EEE,Male,4.05,689
,,Nina Ali,CCDS,Female,4.22,689
,,Zoe Yip,EEE,Female,4.0,689
,,Meera Shah,SSS,Female,4.25,689
,,Vera Chan,CCEB,Female,4.1,690
,,Tomi Budi,SPMS,Male,4.05,690
,,Meher Noor,NIE,Female,4.17,690
,,Rahul Gupta,CoE,Male,3.9,690
,,William Yang,CoE,Male,4.2,690
,,Ming Wei,MAE,Male,4.19,691
,,Alyssa Tan,CCDS,Female,4.1,691
,,Lily Ng,SSS,Female,3.93,691
,,Kenta Yamada,MAE,Male,4.05,691
,,Jude Ong,CCDS,Male,4.12,691
,,Peter Choi,EEE,Male,4.19,692
,,Zara Lim,CCEB,Female,4.1,692
,,Oliver Reed,SPMS,Male,4.05,692
,,Nafisa Iqbal,CCEB,Female,4.22,692
,,Alina Awan,EEE,Female,4.1,693
,,David Young,CoE,Male,4.19,693
,,Ryan Turner,CoB (NBS),Male,4.0,693
,,Darren Yeo,CoE,Male,4.12,693
,,Rina Lestari,CCEB,Female,4.0,693
,,Han Li,MAE,Female,4.1,694
,,Jun Zhang,CoE,Male,4.19,694
,,Liam Collins,EEE,Male,4.05,694
,,Xavier Salazar,CCDS,Male,4.12,694
,,Cole Huang,EEE,Male,4.19,695
,,Milo Wong,CoB (NBS),Male,4.0,695
,,Liam Yang,CCDS,Male,4.12,695
,,Umme Aiman,EEE,Female,4.0,695
,,Libby Tan,MSE,Female,4.0,695
,,Fahad Ali,MAE,Male,4.19,696
,,Bodhi Yang,CoE,Male,4.05,696
,,Riku Saito,CCDS,Male,4.12,696
,,Rosa Martinez,SPMS,Female,4.0,696
,,Maya Lewis,ADM,Female,4.05,696
,,Harrison Moore,EEE,Male,4.19,697
,,Nguyen Van Thanh,CCDS,Male,4.05,697
,,Mackenzie Dela Cruz,SSS,Female,3.93,697
,,Kaden Hernandez,CCDS,Male,4.12,697
,,Priyanka Kapoor,MAE,Female,4.0,697
,,Noel Pineda,EEE,Male,4.19,698
,,Tama Prabowo,SPMS,Male,4.05,698
,,Yuan Wei,SPMS,Male,4.12,698
,,Elena Petrovna,CCDS,Female,4.0,698
,,Lara Wong,WKW SCI,Female,4.05,698
,,Oscar Villanueva,CoE,Male,4.19,699
,,Kellan Baker,CCEB,Male,4.05,699
,,Ella Walker,EEE,Female,4.22,699
,,Liam Ng,SBS,Male,4.0,699
,,Cameron Ward,CCDS,Male,4.19,700
,,Aiden Turner,CoB (NBS),Male,4.0,700
,,Nusrat Bukhari,MSE,Female,4.22,700
,,Fitriani Rahayu,SSS,Female,4.05,700
,,Dmitri Andreevich,CEE,Male,4.0,700
,,Liang Bo,CoE,Male,4.19,701
,,Charles Robinson,WKW SCI,Male,4.0,701
,,Owen Wang,CCDS,Male,4.12,701
,,Nari Yoshida,SBS,Female,4.0,701
,,Ariana Coleman,CEE,Female,4.0,701
,,Alexander Phillips,MAE,Male,4.19,702
,,Hao Zhi Lim,SoH,Male,4.0,702
,,Lucas Huang,CCDS,Male,4.12,702
,,Shuqi,EEE,Female,4.0,702
,,Sneha Reddy,CCEB,Female,4.0,702
,,Mohammed Hafiz,MAE,Male,4.19,703
,,Zhi Qi Tan,CCDS,Male,4.05,703
,,Sienna Allen,MAE,Female,4.22,703
,,Exiang,CoB (NBS),Female,4.05,703
,,Harris Rahman,CCDS,Male,4.0,703
,,Huang Wei,EEE,Male,4.19,704
,,Sanjay Verma,ADM,Male,4.0,704
,,Madison Baker,EEE,Female,4.22,704
,,Alyssa Yeo,CoB (NBS),Female,4.05,704
,,Kuzaimi Bin Rahman,CEE,Male,4.0,704
,,Keegan Li,CoE,Male,4.19,705
,,Taojie,MAE,Male,4.05,705
,,Wyatt Ward,NIE,Male,4.07,705
,,Penny Tan,EEE,Female,4.0,705
,,Sienna Edwards,CoE,Female,4.0,705
,,Yuri Mikhailov,EEE,Male,4.19,706
,,Erik Yudhi,SPMS,Male,4.05,706
,,Kwan-Jin Park,CoE,Male,4.12,706
,,Nadia Binti Ismail,MAE,Female,4.0,706
,,Katherine Sari,NIE,Female,4.05,706
,,Haroon Qureshi,CEE,Male,4.19,707
,,Vince Wong,NIE,Male,4.07,707
,,Owais Javed,CCDS,Male,4.05,707
,,Amani Binti Hisham,MSE,Female,4.0,707
,,Nora Abdul,SBS,Female,4.0,707
,,Manish Joshi,MSE,Male,4.19,708
,,Theo Campbell,MAE,Male,4.12,708
,,Subhash Yadav,CCEB,Male,4.05,708
,,Evelyn Tan,CCDS,Female,4.0,708
,,Sophie Lim,CoB (NBS),Female,4.05,708
,,Bilal Ahmed,CCDS,Male,4.19,709
,,Aiden Tan,CEE,Male,4.12,709
,,Priti Yeo,WKW SCI,Female,3.93,709
,,Kade Young,CEE,Male,4.05,709
,,Scarlett Mitchell,CCEB,Female,4.0,709
,,Milo Li,SPMS,Male,4.19,710
,,Wyatt Campbell,SPMS,Male,4.12,710
,,Hassan Bin Yusof,CoB (NBS),Male,4.0,710
,,Naoko Nishiyama,EEE,Female,4.0,710
,,Nina Binti Ismail,CCDS,Female,4.0,710
,,Aaron White,EEE,Male,4.19,711
,,Koa Wu,ADM,Male,4.07,711
,,Wiley Huang,CEE,Male,4.05,711
,,Mimi Binti Rahman,MAE,Female,4.0,711
